,init_node,term_node,capacity,length,free_flow_time,b,power,speed,critical_speed,lanes
48210,21068,21081,1823,0.051,0.05,0.25,4,65,52.0,1
48211,21069,21062,1609,0.064,0.11,0.25,4,35,28.0,1
48212,21069,21070,1609,0.129,0.22,0.25,4,35,28.0,1
48213,21069,21081,1609,0.168,0.29,0.25,4,35,28.0,1
48214,21070,21069,1609,0.129,0.22,0.25,4,35,28.0,1
48215,21070,21071,1609,0.18,0.31,0.25,4,35,28.0,1
48216,21071,21070,1609,0.18,0.31,0.25,4,35,28.0,1
48217,21071,21072,1609,0.182,0.31,0.25,4,35,28.0,1
48218,21072,21071,1609,0.182,0.31,0.25,4,35,28.0,1
48219,21072,21073,1609,0.334,0.57,0.25,4,35,28.0,1
48220,21073,21072,1609,0.334,0.57,0.25,4,35,28.0,1
48221,21073,21074,1609,0.136,0.23,0.25,4,35,28.0,1
48222,21074,21073,1609,0.136,0.23,0.25,4,35,28.0,1
48223,21074,21075,1705,0.065,0.09,0.25,4,45,36.0,1
48224,21074,21077,1705,0.141,0.19,0.25,4,45,36.0,1
48225,21075,21074,1705,0.065,0.09,0.25,4,45,36.0,1
48226,21075,21076,1705,0.234,0.31,0.25,4,45,36.0,1
48227,21076,21075,1705,0.234,0.31,0.25,4,45,36.0,1
48228,21076,21082,1705,0.025,0.03,0.25,4,45,36.0,1
48229,21077,21074,1705,0.141,0.19,0.25,4,45,36.0,1
48230,21077,21078,1705,0.018,0.02,0.25,4,45,36.0,1
48231,21077,31735,1609,0.305,0.52,0.25,4,35,28.0,1
48232,21078,21077,1705,0.018,0.02,0.25,4,45,36.0,1
48233,21078,21079,1705,0.352,0.47,0.25,4,45,36.0,1
48234,21079,21078,1705,0.352,0.47,0.25,4,45,36.0,1
48235,21079,21080,1705,0.12,0.16,0.25,4,45,36.0,1
48236,21080,21046,1705,0.14,0.19,0.25,4,45,36.0,1
48237,21080,21056,1609,0.05,0.09,0.25,4,35,28.0,1
48238,21080,21079,1705,0.12,0.16,0.25,4,45,36.0,1
48239,21081,3681,1823,0.72,0.66,0.25,4,65,52.0,1
48240,21081,21068,1823,0.051,0.05,0.25,4,65,52.0,1
48241,21081,21069,1609,0.168,0.29,0.25,4,35,28.0,1
48242,21082,2425,2880,0.385,0.96,0.25,4,24,19.2,2
48243,21082,21076,1705,0.025,0.03,0.25,4,45,36.0,1
48244,21082,21083,1705,0.135,0.18,0.25,4,45,36.0,1
48245,21082,21085,1662,0.256,0.38,0.25,4,40,32.0,1
48246,21083,8339,1705,0.104,0.14,0.25,4,45,36.0,1
48247,21083,21082,1705,0.135,0.18,0.25,4,45,36.0,1
48248,21084,8339,1823,0.067,0.06,0.25,4,65,52.0,1
48249,21084,26590,1823,0.176,0.16,0.25,4,65,52.0,1
48250,21085,21082,1662,0.256,0.38,0.25,4,40,32.0,1
48251,21085,21086,1662,0.097,0.15,0.25,4,40,32.0,1
48252,21086,21085,1662,0.097,0.15,0.25,4,40,32.0,1
48253,21086,21087,1662,0.151,0.23,0.25,4,40,32.0,1
48254,21087,21086,1662,0.151,0.23,0.25,4,40,32.0,1
48255,21087,21088,1662,0.071,0.11,0.25,4,40,32.0,1
48256,21088,21087,1662,0.071,0.11,0.25,4,40,32.0,1
48257,21088,21090,1609,0.461,0.79,0.25,4,35,28.0,1
48258,21088,21100,1609,0.246,0.42,0.25,4,35,28.0,1
48259,21088,26589,1662,0.053,0.08,0.25,4,40,32.0,1
48260,21089,21092,1609,0.132,0.23,0.25,4,35,28.0,1
48261,21089,21094,1609,0.44,0.75,0.25,4,35,28.0,1
48262,21090,21088,1609,0.461,0.79,0.25,4,35,28.0,1
48263,21090,21091,1609,0.11,0.19,0.25,4,35,28.0,1
48264,21091,21090,1609,0.11,0.19,0.25,4,35,28.0,1
48265,21091,31735,1609,0.117,0.2,0.25,4,35,28.0,1
48266,21092,21089,1609,0.132,0.23,0.25,4,35,28.0,1
48267,21092,21093,1609,0.204,0.35,0.25,4,35,28.0,1
48268,21093,21092,1609,0.204,0.35,0.25,4,35,28.0,1
48269,21093,21099,1609,0.19,0.33,0.25,4,35,28.0,1
48270,21094,21089,1609,0.44,0.75,0.25,4,35,28.0,1
48271,21094,21095,1609,0.233,0.4,0.25,4,35,28.0,1
48272,21095,21094,1609,0.233,0.4,0.25,4,35,28.0,1
48273,21095,21096,1609,0.327,0.56,0.25,4,35,28.0,1
48274,21096,21095,1609,0.327,0.56,0.25,4,35,28.0,1
48275,21096,21097,1609,0.085,0.15,0.25,4,35,28.0,1
48276,21097,2426,2880,0.372,0.93,0.25,4,24,19.2,2
48277,21097,21096,1609,0.085,0.15,0.25,4,35,28.0,1
48278,21097,21098,1609,0.181,0.31,0.25,4,35,28.0,1
48279,21098,21097,1609,0.181,0.31,0.25,4,35,28.0,1
48280,21098,21099,1609,0.435,0.75,0.25,4,35,28.0,1
48281,21098,21107,1609,0.193,0.33,0.25,4,35,28.0,1
48282,21099,21093,1609,0.19,0.33,0.25,4,35,28.0,1
48283,21099,21098,1609,0.435,0.75,0.25,4,35,28.0,1
48284,21099,21106,1609,0.184,0.32,0.25,4,35,28.0,1
48285,21100,21088,1609,0.246,0.42,0.25,4,35,28.0,1
48286,21100,26590,1823,0.361,0.33,0.25,4,65,52.0,1
48287,21100,26591,1823,0.41,0.38,0.25,4,65,52.0,1
48288,21101,21104,1609,0.263,0.45,0.25,4,35,28.0,1
48289,21101,21105,1543,0.262,0.52,0.25,4,30,24.0,1
48290,21102,21103,1609,0.121,0.21,0.25,4,35,28.0,1
48291,21102,28634,1609,0.093,0.16,0.25,4,35,28.0,1
48292,21103,21102,1609,0.121,0.21,0.25,4,35,28.0,1
48293,21103,21104,1609,0.166,0.28,0.25,4,35,28.0,1
48294,21103,21105,1543,0.24,0.48,0.25,4,30,24.0,1
48295,21104,21101,1609,0.263,0.45,0.25,4,35,28.0,1
48296,21104,21103,1609,0.166,0.28,0.25,4,35,28.0,1
48297,21105,21101,1543,0.262,0.52,0.25,4,30,24.0,1
48298,21105,21103,1543,0.24,0.48,0.25,4,30,24.0,1
48299,21106,21099,1609,0.184,0.32,0.25,4,35,28.0,1
48300,21106,26603,1609,0.122,0.21,0.25,4,35,28.0,1
48301,21107,21098,1609,0.193,0.33,0.25,4,35,28.0,1
48302,21107,28633,1609,0.225,0.39,0.25,4,35,28.0,1
48303,21108,3765,1823,0.523,0.48,0.25,4,65,52.0,1
48304,21108,26591,1823,0.267,0.25,0.25,4,65,52.0,1
48305,21108,26603,1609,0.115,0.2,0.25,4,35,28.0,1
48306,21109,3629,1705,0.646,0.86,0.25,4,45,36.0,1
48307,21109,3635,1705,0.597,0.8,0.25,4,45,36.0,1
48308,21110,3635,1823,0.043,0.04,0.25,4,65,52.0,1
48309,21110,20830,1823,1.8,1.66,0.25,4,65,52.0,1
48310,21111,21112,1609,0.18,0.31,0.25,4,35,28.0,1
48311,21111,21120,1609,0.172,0.29,0.25,4,35,28.0,1
48312,21112,21111,1609,0.18,0.31,0.25,4,35,28.0,1
48313,21112,21113,1609,0.145,0.25,0.25,4,35,28.0,1
48314,21113,21112,1609,0.145,0.25,0.25,4,35,28.0,1
48315,21113,21115,1609,0.125,0.21,0.25,4,35,28.0,1
48316,21114,7603,1773,4.421,4.82,0.25,4,55,44.0,1
48317,21114,33110,1773,0.457,0.5,0.25,4,55,44.0,1
48318,21115,21113,1609,0.125,0.21,0.25,4,35,28.0,1
48319,21115,21116,1773,0.044,0.05,0.25,4,55,44.0,1
48320,21115,21117,1773,0.233,0.25,0.25,4,55,44.0,1
48321,21116,21115,1773,0.044,0.05,0.25,4,55,44.0,1
48322,21116,33110,1773,0.119,0.13,0.25,4,55,44.0,1
48323,21117,21115,1773,0.233,0.25,0.25,4,55,44.0,1
48324,21117,21118,1773,0.182,0.2,0.25,4,55,44.0,1
48325,21118,21117,1773,0.182,0.2,0.25,4,55,44.0,1
48326,21118,28791,1773,0.034,0.04,0.25,4,55,44.0,1
48327,21119,21120,1609,0.153,0.26,0.25,4,35,28.0,1
48328,21119,28791,1609,0.225,0.39,0.25,4,35,28.0,1
48329,21120,21111,1609,0.172,0.29,0.25,4,35,28.0,1
48330,21120,21119,1609,0.153,0.26,0.25,4,35,28.0,1
48331,21121,28232,1705,0.119,0.16,0.25,4,45,36.0,1
48332,21121,32236,1705,0.026,0.03,0.25,4,45,36.0,1
48333,21122,21123,1705,0.152,0.2,0.25,4,45,36.0,1
48334,21122,32236,1705,0.262,0.35,0.25,4,45,36.0,1
48335,21123,21122,1705,0.152,0.2,0.25,4,45,36.0,1
48336,21123,21124,1705,0.035,0.05,0.25,4,45,36.0,1
48337,21124,3177,2880,0.326,0.82,0.25,4,24,19.2,2
48338,21124,21123,1705,0.035,0.05,0.25,4,45,36.0,1
48339,21124,21125,1705,0.063,0.08,0.25,4,45,36.0,1
48340,21124,21215,1705,0.302,0.4,0.25,4,45,36.0,1
48341,21124,21216,1705,0.162,0.22,0.25,4,45,36.0,1
48342,21125,21124,1705,0.063,0.08,0.25,4,45,36.0,1
48343,21125,21126,1705,0.157,0.21,0.25,4,45,36.0,1
48344,21126,21125,1705,0.157,0.21,0.25,4,45,36.0,1
48345,21126,21127,1705,0.142,0.19,0.25,4,45,36.0,1
48346,21127,21126,1705,0.142,0.19,0.25,4,45,36.0,1
48347,21127,32234,1705,0.052,0.07,0.25,4,45,36.0,1
48348,21128,21129,1705,0.229,0.31,0.25,4,45,36.0,1
48349,21128,32234,1705,0.155,0.21,0.25,4,45,36.0,1
48350,21129,21128,1705,0.229,0.31,0.25,4,45,36.0,1
48351,21129,32228,1705,0.016,0.02,0.25,4,45,36.0,1
48352,21130,21131,1705,0.152,0.2,0.25,4,45,36.0,1
48353,21130,32228,1705,0.173,0.23,0.25,4,45,36.0,1
48354,21131,21130,1705,0.152,0.2,0.25,4,45,36.0,1
48355,21131,21132,1705,0.136,0.18,0.25,4,45,36.0,1
48356,21132,21131,1705,0.136,0.18,0.25,4,45,36.0,1
48357,21132,21133,1705,0.167,0.22,0.25,4,45,36.0,1
48358,21133,21132,1705,0.167,0.22,0.25,4,45,36.0,1
48359,21133,21134,1705,0.213,0.28,0.25,4,45,36.0,1
48360,21134,21133,1705,0.213,0.28,0.25,4,45,36.0,1
48361,21134,32229,1705,0.177,0.24,0.25,4,45,36.0,1
48362,21135,21136,1705,0.183,0.24,0.25,4,45,36.0,1
48363,21135,32235,1705,0.055,0.07,0.25,4,45,36.0,1
48364,21136,21135,1705,0.183,0.24,0.25,4,45,36.0,1
48365,21136,32229,1705,0.016,0.02,0.25,4,45,36.0,1
48366,21137,7630,1705,0.072,0.1,0.25,4,45,36.0,1
48367,21137,21138,1705,0.244,0.33,0.25,4,45,36.0,1
48368,21138,21137,1705,0.244,0.33,0.25,4,45,36.0,1
48369,21138,28925,1705,0.079,0.11,0.25,4,45,36.0,1
48370,21139,21205,1705,0.021,0.03,0.25,4,45,36.0,1
48371,21139,28925,1705,0.096,0.13,0.25,4,45,36.0,1
48372,21140,21171,1705,0.079,0.11,0.25,4,45,36.0,1
48373,21140,21205,1705,0.179,0.24,0.25,4,45,36.0,1
48374,21141,21142,1705,0.146,0.19,0.25,4,45,36.0,1
48375,21141,21171,1705,0.143,0.19,0.25,4,45,36.0,1
48376,21142,21141,1705,0.146,0.19,0.25,4,45,36.0,1
48377,21142,21206,1705,0.063,0.08,0.25,4,45,36.0,1
48378,21143,21206,1705,0.145,0.19,0.25,4,45,36.0,1
48379,21143,21208,1705,0.078,0.1,0.25,4,45,36.0,1
48380,21144,21160,1705,0.235,0.31,0.25,4,45,36.0,1
48381,21144,21208,1705,0.162,0.22,0.25,4,45,36.0,1
48382,21145,21147,1705,0.387,0.52,0.25,4,45,36.0,1
48383,21145,32241,1705,0.076,0.1,0.25,4,45,36.0,1
48384,21146,21318,1800,0.115,0.12,0.25,4,60,48.0,1
48385,21146,32241,1705,0.133,0.18,0.25,4,45,36.0,1
48386,21146,32766,1800,0.587,0.59,0.25,4,60,48.0,1
48387,21147,21145,1705,0.387,0.52,0.25,4,45,36.0,1
48388,21147,21148,1705,0.144,0.19,0.25,4,45,36.0,1
48389,21148,21147,1705,0.144,0.19,0.25,4,45,36.0,1
48390,21148,21149,1705,0.153,0.2,0.25,4,45,36.0,1
48391,21149,21148,1705,0.153,0.2,0.25,4,45,36.0,1
48392,21149,21150,1705,0.163,0.22,0.25,4,45,36.0,1
48393,21150,21149,1705,0.163,0.22,0.25,4,45,36.0,1
48394,21150,21151,1705,0.13,0.17,0.25,4,45,36.0,1
48395,21151,21150,1705,0.13,0.17,0.25,4,45,36.0,1
48396,21151,21152,1705,0.129,0.17,0.25,4,45,36.0,1
48397,21152,21151,1705,0.129,0.17,0.25,4,45,36.0,1
48398,21152,21153,1705,0.179,0.24,0.25,4,45,36.0,1
48399,21153,21152,1705,0.179,0.24,0.25,4,45,36.0,1
48400,21153,32235,1705,0.278,0.37,0.25,4,45,36.0,1
48401,21154,7688,1705,0.185,0.25,0.25,4,45,36.0,1
48402,21154,21155,1705,0.268,0.36,0.25,4,45,36.0,1
48403,21155,7689,1705,0.283,0.38,0.25,4,45,36.0,1
48404,21155,21154,1705,0.268,0.36,0.25,4,45,36.0,1
48405,21156,7689,1823,0.406,0.37,0.25,4,65,52.0,1
48406,21156,21396,1823,0.219,0.2,0.25,4,65,52.0,1
48407,21157,7689,1823,0.072,0.07,0.25,4,65,52.0,1
48408,21157,21158,1823,0.244,0.23,0.25,4,65,52.0,1
48409,21158,21157,1823,0.244,0.23,0.25,4,65,52.0,1
48410,21158,21159,1823,0.802,0.74,0.25,4,65,52.0,1
48411,21159,21158,1823,0.802,0.74,0.25,4,65,52.0,1
48412,21159,28232,1823,0.618,0.57,0.25,4,65,52.0,1
48413,21160,21144,1705,0.235,0.31,0.25,4,45,36.0,1
48414,21160,21212,1705,0.045,0.06,0.25,4,45,36.0,1
48415,21161,21199,1705,0.084,0.11,0.25,4,45,36.0,1
48416,21161,21212,1705,0.136,0.18,0.25,4,45,36.0,1
48417,21162,21163,1705,0.217,0.29,0.25,4,45,36.0,1
48418,21162,21184,1705,0.209,0.28,0.25,4,45,36.0,1
48419,21163,21162,1705,0.217,0.29,0.25,4,45,36.0,1
48420,21163,21164,1705,0.201,0.27,0.25,4,45,36.0,1
48421,21164,3181,2880,0.274,0.69,0.25,4,24,19.2,2
48422,21164,21163,1705,0.201,0.27,0.25,4,45,36.0,1
48423,21164,21170,1705,0.158,0.21,0.25,4,45,36.0,1
48424,21165,21170,1705,0.12,0.16,0.25,4,45,36.0,1
48425,21165,28925,1705,0.06,0.08,0.25,4,45,36.0,1
48426,21166,21167,1609,0.057,0.1,0.25,4,35,28.0,1
48427,21166,21168,1609,0.139,0.24,0.25,4,35,28.0,1
48428,21167,21166,1609,0.057,0.1,0.25,4,35,28.0,1
48429,21167,21276,1773,0.053,0.06,0.25,4,55,44.0,1
48430,21167,21277,1773,0.086,0.09,0.25,4,55,44.0,1
48431,21168,21166,1609,0.139,0.24,0.25,4,35,28.0,1
48432,21168,21169,1609,0.162,0.28,0.25,4,35,28.0,1
48433,21169,21168,1609,0.162,0.28,0.25,4,35,28.0,1
48434,21169,21170,1609,0.032,0.05,0.25,4,35,28.0,1
48435,21170,21164,1705,0.158,0.21,0.25,4,45,36.0,1
48436,21170,21165,1705,0.12,0.16,0.25,4,45,36.0,1
48437,21170,21169,1609,0.032,0.05,0.25,4,35,28.0,1
48438,21171,21140,1705,0.079,0.11,0.25,4,45,36.0,1
48439,21171,21141,1705,0.143,0.19,0.25,4,45,36.0,1
48440,21171,32223,1609,0.057,0.1,0.25,4,35,28.0,1
48441,21172,21173,1609,0.268,0.46,0.25,4,35,28.0,1
48442,21172,32223,1609,0.145,0.25,0.25,4,35,28.0,1
48443,21173,3181,2880,0.134,0.34,0.25,4,24,19.2,2
48444,21173,21172,1609,0.268,0.46,0.25,4,35,28.0,1
48445,21173,21213,1609,0.194,0.33,0.25,4,35,28.0,1
48446,21174,21213,1609,0.027,0.05,0.25,4,35,28.0,1
48447,21174,32224,1609,0.195,0.33,0.25,4,35,28.0,1
48448,21175,21204,1609,0.036,0.06,0.25,4,35,28.0,1
48449,21175,32224,1609,0.078,0.13,0.25,4,35,28.0,1
48450,21176,7639,1662,0.168,0.25,0.25,4,40,32.0,1
48451,21176,21180,1662,0.167,0.25,0.25,4,40,32.0,1
48452,21177,21178,1609,0.104,0.18,0.25,4,35,28.0,1
48453,21177,21180,1609,0.078,0.13,0.25,4,35,28.0,1
48454,21178,21177,1609,0.104,0.18,0.25,4,35,28.0,1
48455,21178,21179,1609,0.113,0.19,0.25,4,35,28.0,1
48456,21179,21178,1609,0.113,0.19,0.25,4,35,28.0,1
48457,21179,28927,1609,0.159,0.27,0.25,4,35,28.0,1
48458,21180,21176,1662,0.167,0.25,0.25,4,40,32.0,1
48459,21180,21177,1609,0.078,0.13,0.25,4,35,28.0,1
48460,21180,21181,1662,0.393,0.59,0.25,4,40,32.0,1
48461,21180,21204,1609,0.227,0.39,0.25,4,35,28.0,1
48462,21181,3176,2880,0.337,0.84,0.25,4,24,19.2,2
48463,21181,7638,1662,0.389,0.58,0.25,4,40,32.0,1
48464,21181,21180,1662,0.393,0.59,0.25,4,40,32.0,1
48465,21181,21182,1705,0.028,0.04,0.25,4,45,36.0,1
48466,21181,21185,1705,0.128,0.17,0.25,4,45,36.0,1
48467,21182,21181,1705,0.028,0.04,0.25,4,45,36.0,1
48468,21182,21183,1705,0.242,0.32,0.25,4,45,36.0,1
48469,21183,21182,1705,0.242,0.32,0.25,4,45,36.0,1
48470,21183,28926,1705,0.191,0.25,0.25,4,45,36.0,1
48471,21184,21162,1705,0.209,0.28,0.25,4,45,36.0,1
48472,21184,21185,1705,0.127,0.17,0.25,4,45,36.0,1
48473,21185,21181,1705,0.128,0.17,0.25,4,45,36.0,1
48474,21185,21184,1705,0.127,0.17,0.25,4,45,36.0,1
48475,21186,7631,1773,0.07,0.08,0.25,4,55,44.0,1
48476,21186,21187,1773,0.157,0.17,0.25,4,55,44.0,1
48477,21187,21186,1773,0.157,0.17,0.25,4,55,44.0,1
48478,21187,21271,1773,0.143,0.16,0.25,4,55,44.0,1
48479,21188,21189,1773,0.155,0.17,0.25,4,55,44.0,1
48480,21188,21271,1773,0.09,0.1,0.25,4,55,44.0,1
48481,21189,21188,1773,0.155,0.17,0.25,4,55,44.0,1
48482,21189,21190,1773,0.102,0.11,0.25,4,55,44.0,1
48483,21190,3180,2880,0.235,0.59,0.25,4,24,19.2,2
48484,21190,21189,1773,0.102,0.11,0.25,4,55,44.0,1
48485,21190,21278,1773,0.092,0.1,0.25,4,55,44.0,1
48486,21191,21192,1705,0.203,0.27,0.25,4,45,36.0,1
48487,21191,28926,1705,0.044,0.06,0.25,4,45,36.0,1
48488,21192,21191,1705,0.203,0.27,0.25,4,45,36.0,1
48489,21192,21317,1705,0.21,0.28,0.25,4,45,36.0,1
48490,21193,3175,2880,0.248,0.62,0.25,4,24,19.2,2
48491,21193,21223,1609,0.14,0.24,0.25,4,35,28.0,1
48492,21193,21336,1609,0.203,0.35,0.25,4,35,28.0,1
48493,21194,21195,1773,0.162,0.18,0.25,4,55,44.0,1
48494,21194,21359,1773,0.195,0.21,0.25,4,55,44.0,1
48495,21195,7645,1773,0.033,0.04,0.25,4,55,44.0,1
48496,21195,21194,1773,0.162,0.18,0.25,4,55,44.0,1
48497,21196,7637,1773,0.027,0.03,0.25,4,55,44.0,1
48498,21196,7645,1773,0.056,0.06,0.25,4,55,44.0,1
48499,21197,7637,1773,0.177,0.19,0.25,4,55,44.0,1
48500,21197,7638,1773,0.192,0.21,0.25,4,55,44.0,1
48501,21198,21199,1705,0.112,0.15,0.25,4,45,36.0,1
48502,21198,21202,1609,0.171,0.29,0.25,4,35,28.0,1
48503,21198,21203,1609,0.056,0.1,0.25,4,35,28.0,1
48504,21198,33033,1705,0.11,0.15,0.25,4,45,36.0,1
48505,21199,21161,1705,0.084,0.11,0.25,4,45,36.0,1
48506,21199,21198,1705,0.112,0.15,0.25,4,45,36.0,1
48507,21199,21200,1609,0.114,0.2,0.25,4,35,28.0,1
48508,21199,32225,1609,0.055,0.09,0.25,4,35,28.0,1
48509,21200,21199,1609,0.114,0.2,0.25,4,35,28.0,1
48510,21200,21214,1609,0.25,0.43,0.25,4,35,28.0,1
48511,21201,21202,1609,0.094,0.16,0.25,4,35,28.0,1
48512,21201,21222,1609,0.112,0.19,0.25,4,35,28.0,1
48513,21202,21198,1609,0.171,0.29,0.25,4,35,28.0,1
48514,21202,21201,1609,0.094,0.16,0.25,4,35,28.0,1
48515,21203,21198,1609,0.056,0.1,0.25,4,35,28.0,1
48516,21203,21204,1609,0.279,0.48,0.25,4,35,28.0,1
48517,21204,21175,1609,0.036,0.06,0.25,4,35,28.0,1
48518,21204,21180,1609,0.227,0.39,0.25,4,35,28.0,1
48519,21204,21203,1609,0.279,0.48,0.25,4,35,28.0,1
48520,21205,21139,1705,0.021,0.03,0.25,4,45,36.0,1
48521,21205,21140,1705,0.179,0.24,0.25,4,45,36.0,1
48522,21205,28233,1705,0.934,1.25,0.25,4,45,36.0,1
48523,21206,21142,1705,0.063,0.08,0.25,4,45,36.0,1
48524,21206,21143,1705,0.145,0.19,0.25,4,45,36.0,1
48525,21206,21207,1705,0.279,0.37,0.25,4,45,36.0,1
48526,21206,28233,1609,0.115,0.2,0.25,4,35,28.0,1
48527,21207,21206,1705,0.279,0.37,0.25,4,45,36.0,1
48528,21207,21208,1609,0.121,0.21,0.25,4,35,28.0,1
48529,21207,21209,1609,0.123,0.21,0.25,4,35,28.0,1
48530,21207,21211,1705,0.451,0.6,0.25,4,45,36.0,1
48531,21208,21143,1705,0.078,0.1,0.25,4,45,36.0,1
48532,21208,21144,1705,0.162,0.22,0.25,4,45,36.0,1
48533,21208,21207,1609,0.121,0.21,0.25,4,35,28.0,1
48534,21209,21207,1609,0.123,0.21,0.25,4,35,28.0,1
48535,21209,21210,1705,0.457,0.61,0.25,4,45,36.0,1
48536,21209,28233,1705,0.468,0.62,0.25,4,45,36.0,1
48537,21210,21209,1705,0.457,0.61,0.25,4,45,36.0,1
48538,21210,21211,1609,0.177,0.3,0.25,4,35,28.0,1
48539,21210,21215,1705,0.234,0.31,0.25,4,45,36.0,1
48540,21211,21207,1705,0.451,0.6,0.25,4,45,36.0,1
48541,21211,21210,1609,0.177,0.3,0.25,4,35,28.0,1
48542,21211,21212,1609,0.194,0.33,0.25,4,35,28.0,1
48543,21211,21214,1705,0.281,0.37,0.25,4,45,36.0,1
48544,21212,21160,1705,0.045,0.06,0.25,4,45,36.0,1
48545,21212,21161,1705,0.136,0.18,0.25,4,45,36.0,1
48546,21212,21211,1609,0.194,0.33,0.25,4,35,28.0,1
48547,21212,21213,1609,0.356,0.61,0.25,4,35,28.0,1
48548,21213,21173,1609,0.194,0.33,0.25,4,35,28.0,1
48549,21213,21174,1609,0.027,0.05,0.25,4,35,28.0,1
48550,21213,21212,1609,0.356,0.61,0.25,4,35,28.0,1
48551,21214,21200,1609,0.25,0.43,0.25,4,35,28.0,1
48552,21214,21211,1705,0.281,0.37,0.25,4,45,36.0,1
48553,21214,21215,1609,0.078,0.13,0.25,4,35,28.0,1
48554,21214,21221,1705,0.093,0.12,0.25,4,45,36.0,1
48555,21215,21124,1705,0.302,0.4,0.25,4,45,36.0,1
48556,21215,21210,1705,0.234,0.31,0.25,4,45,36.0,1
48557,21215,21214,1609,0.078,0.13,0.25,4,35,28.0,1
48558,21216,21124,1705,0.162,0.22,0.25,4,45,36.0,1
48559,21216,21219,1609,0.228,0.39,0.25,4,35,28.0,1
48560,21216,21220,1705,0.028,0.04,0.25,4,45,36.0,1
48561,21217,7639,1609,0.055,0.09,0.25,4,35,28.0,1
48562,21217,21218,1609,0.1,0.17,0.25,4,35,28.0,1
48563,21218,21217,1609,0.1,0.17,0.25,4,35,28.0,1
48564,21218,21219,1609,0.216,0.37,0.25,4,35,28.0,1
48565,21219,21216,1609,0.228,0.39,0.25,4,35,28.0,1
48566,21219,21218,1609,0.216,0.37,0.25,4,35,28.0,1
48567,21220,21216,1705,0.028,0.04,0.25,4,45,36.0,1
48568,21220,33060,1705,0.046,0.06,0.25,4,45,36.0,1
48569,21221,21214,1705,0.093,0.12,0.25,4,45,36.0,1
48570,21221,21222,1705,0.019,0.03,0.25,4,45,36.0,1
48571,21222,21201,1609,0.112,0.19,0.25,4,35,28.0,1
48572,21222,21221,1705,0.019,0.03,0.25,4,45,36.0,1
48573,21222,33060,1705,0.077,0.1,0.25,4,45,36.0,1
48574,21223,21193,1609,0.14,0.24,0.25,4,35,28.0,1
48575,21223,28927,1609,0.056,0.1,0.25,4,35,28.0,1
48576,21224,21225,1609,0.253,0.43,0.25,4,35,28.0,1
48577,21224,21233,1609,0.281,0.48,0.25,4,35,28.0,1
48578,21225,3182,2880,0.128,0.32,0.25,4,24,19.2,2
48579,21225,21224,1609,0.253,0.43,0.25,4,35,28.0,1
48580,21225,21226,1609,0.165,0.28,0.25,4,35,28.0,1
48581,21226,21225,1609,0.165,0.28,0.25,4,35,28.0,1
48582,21226,21227,1609,0.23,0.39,0.25,4,35,28.0,1
48583,21227,21226,1609,0.23,0.39,0.25,4,35,28.0,1
48584,21227,21228,1609,0.282,0.48,0.25,4,35,28.0,1
48585,21228,21227,1609,0.282,0.48,0.25,4,35,28.0,1
48586,21228,21247,1609,0.272,0.47,0.25,4,35,28.0,1
48587,21229,21230,1773,0.15,0.16,0.25,4,55,44.0,1
48588,21229,21232,1773,0.453,0.49,0.25,4,55,44.0,1
48589,21230,21229,1773,0.15,0.16,0.25,4,55,44.0,1
48590,21230,21231,1773,0.352,0.38,0.25,4,55,44.0,1
48591,21231,21230,1773,0.352,0.38,0.25,4,55,44.0,1
48592,21231,21233,1609,0.049,0.08,0.25,4,35,28.0,1
48593,21231,21234,1773,0.052,0.06,0.25,4,55,44.0,1
48594,21232,21229,1773,0.453,0.49,0.25,4,55,44.0,1
48595,21232,21247,1609,0.178,0.31,0.25,4,35,28.0,1
48596,21232,32240,1773,0.156,0.17,0.25,4,55,44.0,1
48597,21233,21224,1609,0.281,0.48,0.25,4,35,28.0,1
48598,21233,21231,1609,0.049,0.08,0.25,4,35,28.0,1
48599,21234,7603,1773,1.49,1.63,0.25,4,55,44.0,1
48600,21234,21231,1773,0.052,0.06,0.25,4,55,44.0,1
48601,21235,3178,2880,0.233,0.58,0.25,4,24,19.2,2
48602,21235,7603,1705,1.098,1.46,0.25,4,45,36.0,1
48603,21235,21236,1705,0.279,0.37,0.25,4,45,36.0,1
48604,21236,21235,1705,0.279,0.37,0.25,4,45,36.0,1
48605,21236,21237,1705,0.027,0.04,0.25,4,45,36.0,1
48606,21237,21236,1705,0.027,0.04,0.25,4,45,36.0,1
48607,21237,21238,1609,0.119,0.2,0.25,4,35,28.0,1
48608,21237,21244,1609,0.13,0.22,0.25,4,35,28.0,1
48609,21237,28231,1609,0.107,0.18,0.25,4,35,28.0,1
48610,21238,21237,1609,0.119,0.2,0.25,4,35,28.0,1
48611,21238,21239,1609,0.459,0.79,0.25,4,35,28.0,1
48612,21239,21238,1609,0.459,0.79,0.25,4,35,28.0,1
48613,21239,21240,1609,0.185,0.32,0.25,4,35,28.0,1
48614,21240,21239,1609,0.185,0.32,0.25,4,35,28.0,1
48615,21240,21241,1609,0.146,0.25,0.25,4,35,28.0,1
48616,21241,21240,1609,0.146,0.25,0.25,4,35,28.0,1
48617,21241,21242,1609,0.195,0.33,0.25,4,35,28.0,1
48618,21242,21241,1609,0.195,0.33,0.25,4,35,28.0,1
48619,21242,21243,1609,0.147,0.25,0.25,4,35,28.0,1
